Geography,Geographic Area Name,Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Annotation of Estimate!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars),Annotation of Margin of Error!!Median household income in the past 12 months (in 2021 inflation-adjusted dollars)
1400000US37119005511,"Census Tract 55.11, Mecklenburg County, North Carolina",53235,null,4074,null
1400000US37119005512,"Census Tract 55.12, Mecklenburg County, North Carolina",54622,null,8191,null
1400000US37119005513,"Census Tract 55.13, Mecklenburg County, North Carolina",82558,null,21622,null
1400000US37119005515,"Census Tract 55.15, Mecklenburg County, North Carolina",83262,null,12641,null
1400000US37119005516,"Census Tract 55.16, Mecklenburg County, North Carolina",108333,null,29935,null
1400000US37119005517,"Census Tract 55.17, Mecklenburg County, North Carolina",88229,null,18757,null
1400000US37119005519,"Census Tract 55.19, Mecklenburg County, North Carolina",71645,null,18818,null
1400000US37119005520,"Census Tract 55.20, Mecklenburg County, North Carolina",106923,null,24746,null
1400000US37119005522,"Census Tract 55.22, Mecklenburg County, North Carolina",78590,null,15674,null
1400000US37119005525,"Census Tract 55.25, Mecklenburg County, North Carolina",78021,null,23329,null
1400000US37119005526,"Census Tract 55.26, Mecklenburg County, North Carolina",109833,null,25552,null
1400000US37119005527,"Census Tract 55.27, Mecklenburg County, North Carolina",75476,null,11936,null
1400000US37119005528,"Census Tract 55.28, Mecklenburg County, North Carolina",60396,null,21915,null
1400000US37119005529,"Census Tract 55.29, Mecklenburg County, North Carolina",71750,null,49368,null
1400000US37119005530,"Census Tract 55.30, Mecklenburg County, North Carolina",98281,null,15524,null
1400000US37119005531,"Census Tract 55.31, Mecklenburg County, North Carolina",61345,null,29978,null
1400000US37119005532,"Census Tract 55.32, Mecklenburg County, North Carolina",62535,null,5272,null
1400000US37119005533,"Census Tract 55.33, Mecklenburg County, North Carolina",60000,null,32438,null
1400000US37119005534,"Census Tract 55.34, Mecklenburg County, North Carolina",49958,null,18728,null
1400000US37119005535,"Census Tract 55.35, Mecklenburg County, North Carolina",61188,null,18654,null
1400000US37119005536,"Census Tract 55.36, Mecklenburg County, North Carolina",63854,null,14449,null
1400000US37119005604,"Census Tract 56.04, Mecklenburg County, North Carolina",30000,null,16676,null
1400000US37119005609,"Census Tract 56.09, Mecklenburg County, North Carolina",23291,null,10675,null
1400000US37119005610,"Census Tract 56.10, Mecklenburg County, North Carolina",48445,null,9457,null
1400000US37119005611,"Census Tract 56.11, Mecklenburg County, North Carolina",57313,null,10612,null
1400000US37119005612,"Census Tract 56.12, Mecklenburg County, North Carolina",78188,null,15077,null
1400000US37119005613,"Census Tract 56.13, Mecklenburg County, North Carolina",95112,null,15374,null
1400000US37119005615,"Census Tract 56.15, Mecklenburg County, North Carolina",86964,null,16504,null
1400000US37119005616,"Census Tract 56.16, Mecklenburg County, North Carolina",65909,null,33875,null
1400000US37119005617,"Census Tract 56.17, Mecklenburg County, North Carolina",67175,null,4707,null
1400000US37119005618,"Census Tract 56.18, Mecklenburg County, North Carolina",79978,null,29495,null
1400000US37119005619,"Census Tract 56.19, Mecklenburg County, North Carolina",70139,null,9603,null
1400000US37119005621,"Census Tract 56.21, Mecklenburg County, North Carolina",72500,null,18601,null
1400000US37119005622,"Census Tract 56.22, Mecklenburg County, North Carolina",27076,null,19594,null
1400000US37119005623,"Census Tract 56.23, Mecklenburg County, North Carolina",43858,null,2109,null
1400000US37119005624,"Census Tract 56.24, Mecklenburg County, North Carolina",81541,null,17763,null
1400000US37119005625,"Census Tract 56.25, Mecklenburg County, North Carolina",86658,null,14330,null
1400000US37119005626,"Census Tract 56.26, Mecklenburg County, North Carolina",49416,null,4754,null
1400000US37119005627,"Census Tract 56.27, Mecklenburg County, North Carolina",64699,null,10547,null
1400000US37119005709,"Census Tract 57.09, Mecklenburg County, North Carolina",95057,null,25058,null
1400000US37119005710,"Census Tract 57.10, Mecklenburg County, North Carolina",55786,null,11027,null
1400000US37119005712,"Census Tract 57.12, Mecklenburg County, North Carolina",88438,null,10501,null
1400000US37119005713,"Census Tract 57.13, Mecklenburg County, North Carolina",97434,null,15787,null
1400000US37119005714,"Census Tract 57.14, Mecklenburg County, North Carolina",103408,null,6740,null
1400000US37119005715,"Census Tract 57.15, Mecklenburg County, North Carolina",69732,null,24832,null
1400000US37119005716,"Census Tract 57.16, Mecklenburg County, North Carolina",69967,null,17194,null
1400000US37119005718,"Census Tract 57.18, Mecklenburg County, North Carolina",72188,null,19825,null
1400000US37119005719,"Census Tract 57.19, Mecklenburg County, North Carolina",48692,null,20351,null
1400000US37119005720,"Census Tract 57.20, Mecklenburg County, North Carolina",98285,null,27905,null
1400000US37119005721,"Census Tract 57.21, Mecklenburg County, North Carolina",84561,null,14414,null
1400000US37119005722,"Census Tract 57.22, Mecklenburg County, North Carolina",91861,null,21296,null
1400000US37119005723,"Census Tract 57.23, Mecklenburg County, North Carolina",56722,null,13010,null
1400000US37119005811,"Census Tract 58.11, Mecklenburg County, North Carolina",69912,null,7443,null
1400000US37119005815,"Census Tract 58.15, Mecklenburg County, North Carolina",88162,null,13308,null
1400000US37119005816,"Census Tract 58.16, Mecklenburg County, North Carolina",107105,null,28749,null
1400000US37119005817,"Census Tract 58.17, Mecklenburg County, North Carolina",111250,null,14274,null
1400000US37119005824,"Census Tract 58.24, Mecklenburg County, North Carolina",80667,null,32875,null
1400000US37119005826,"Census Tract 58.26, Mecklenburg County, North Carolina",69609,null,7216,null
1400000US37119005827,"Census Tract 58.27, Mecklenburg County, North Carolina",58021,null,5574,null
1400000US37119005828,"Census Tract 58.28, Mecklenburg County, North Carolina",94191,null,30488,null
1400000US37119005829,"Census Tract 58.29, Mecklenburg County, North Carolina",39936,null,4572,null
1400000US37119005830,"Census Tract 58.30, Mecklenburg County, North Carolina",83087,null,6885,null
1400000US37119005832,"Census Tract 58.32, Mecklenburg County, North Carolina",168636,null,35889,null
1400000US37119005833,"Census Tract 58.33, Mecklenburg County, North Carolina",109836,null,19958,null
1400000US37119005834,"Census Tract 58.34, Mecklenburg County, North Carolina",93403,null,5848,null
1400000US37119005835,"Census Tract 58.35, Mecklenburg County, North Carolina",103938,null,11602,null
1400000US37119005836,"Census Tract 58.36, Mecklenburg County, North Carolina",85333,null,18345,null
1400000US37119005839,"Census Tract 58.39, Mecklenburg County, North Carolina",101587,null,7644,null
1400000US37119005840,"Census Tract 58.40, Mecklenburg County, North Carolina",109318,null,16999,null
1400000US37119005843,"Census Tract 58.43, Mecklenburg County, North Carolina",130403,null,21509,null
1400000US37119005845,"Census Tract 58.45, Mecklenburg County, North Carolina",127338,null,14648,null
1400000US37119005846,"Census Tract 58.46, Mecklenburg County, North Carolina",206324,null,31400,null
1400000US37119005847,"Census Tract 58.47, Mecklenburg County, North Carolina",160915,null,15312,null
1400000US37119005848,"Census Tract 58.48, Mecklenburg County, North Carolina",159805,null,17524,null
1400000US37119005849,"Census Tract 58.49, Mecklenburg County, North Carolina",108110,null,17179,null
1400000US37119005850,"Census Tract 58.50, Mecklenburg County, North Carolina",113582,null,25541,null
1400000US37119005851,"Census Tract 58.51, Mecklenburg County, North Carolina",106512,null,21569,null
1400000US37119005852,"Census Tract 58.52, Mecklenburg County, North Carolina",64243,null,33704,null
1400000US37119005853,"Census Tract 58.53, Mecklenburg County, North Carolina",56789,null,5162,null
1400000US37119005854,"Census Tract 58.54, Mecklenburg County, North Carolina",114226,null,30552,null
1400000US37119005855,"Census Tract 58.55, Mecklenburg County, North Carolina",102063,null,21255,null
1400000US37119005856,"Census Tract 58.56, Mecklenburg County, North Carolina",106766,null,17569,null
1400000US37119005857,"Census Tract 58.57, Mecklenburg County, North Carolina",94583,null,51220,null
1400000US37119005858,"Census Tract 58.58, Mecklenburg County, North Carolina",108597,null,19544,null
1400000US37119005859,"Census Tract 58.59, Mecklenburg County, North Carolina",103403,null,15550,null
1400000US37119005860,"Census Tract 58.60, Mecklenburg County, North Carolina",101591,null,45358,null
1400000US37119005861,"Census Tract 58.61, Mecklenburg County, North Carolina",67359,null,13878,null
1400000US37119005862,"Census Tract 58.62, Mecklenburg County, North Carolina",120479,null,31290,null
1400000US37119005863,"Census Tract 58.63, Mecklenburg County, North Carolina",153667,null,60435,null
1400000US37119005864,"Census Tract 58.64, Mecklenburg County, North Carolina",149318,null,15099,null
1400000US37119005865,"Census Tract 58.65, Mecklenburg County, North Carolina",129196,null,38317,null
1400000US37119005866,"Census Tract 58.66, Mecklenburg County, North Carolina",51098,null,5484,null
1400000US37119005867,"Census Tract 58.67, Mecklenburg County, North Carolina",49034,null,12364,null
1400000US37119005868,"Census Tract 58.68, Mecklenburg County, North Carolina",41414,null,22429,null
1400000US37119005908,"Census Tract 59.08, Mecklenburg County, North Carolina",139659,null,32844,null
1400000US37119005910,"Census Tract 59.10, Mecklenburg County, North Carolina",72426,null,10168,null
1400000US37119005913,"Census Tract 59.13, Mecklenburg County, North Carolina",75245,null,11229,null
1400000US37119005915,"Census Tract 59.15, Mecklenburg County, North Carolina",72627,null,7442,null
1400000US37119005916,"Census Tract 59.16, Mecklenburg County, North Carolina",39911,null,15640,null
1400000US37119005918,"Census Tract 59.18, Mecklenburg County, North Carolina",92857,null,12314,null
1400000US37119005919,"Census Tract 59.19, Mecklenburg County, North Carolina",69273,null,19576,null
1400000US37119005920,"Census Tract 59.20, Mecklenburg County, North Carolina",63194,null,40314,null
1400000US37119005921,"Census Tract 59.21, Mecklenburg County, North Carolina",124375,null,13689,null
1400000US37119005922,"Census Tract 59.22, Mecklenburg County, North Carolina",105177,null,3514,null
1400000US37119005923,"Census Tract 59.23, Mecklenburg County, North Carolina",89417,null,14335,null
1400000US37119005924,"Census Tract 59.24, Mecklenburg County, North Carolina",91591,null,24500,null
1400000US37119005925,"Census Tract 59.25, Mecklenburg County, North Carolina",111731,null,28589,null
1400000US37119005926,"Census Tract 59.26, Mecklenburg County, North Carolina",165810,null,22364,null
1400000US37119005927,"Census Tract 59.27, Mecklenburg County, North Carolina",67300,null,16973,null
1400000US37119005928,"Census Tract 59.28, Mecklenburg County, North Carolina",76789,null,26491,null
1400000US37119005929,"Census Tract 59.29, Mecklenburg County, North Carolina",76479,null,22383,null
1400000US37119005930,"Census Tract 59.30, Mecklenburg County, North Carolina",58800,null,18844,null
1400000US37119005931,"Census Tract 59.31, Mecklenburg County, North Carolina",72039,null,14602,null
1400000US37119005932,"Census Tract 59.32, Mecklenburg County, North Carolina",85903,null,15684,null
1400000US37119006005,"Census Tract 60.05, Mecklenburg County, North Carolina",61894,null,17459,null
1400000US37119006008,"Census Tract 60.08, Mecklenburg County, North Carolina",83494,null,14196,null
1400000US37119006009,"Census Tract 60.09, Mecklenburg County, North Carolina",57260,null,14612,null
1400000US37119006011,"Census Tract 60.11, Mecklenburg County, North Carolina",61712,null,4137,null
1400000US37119006012,"Census Tract 60.12, Mecklenburg County, North Carolina",51592,null,18511,null
1400000US37119006013,"Census Tract 60.13, Mecklenburg County, North Carolina",88083,null,8758,null
1400000US37119006014,"Census Tract 60.14, Mecklenburg County, North Carolina",112500,null,17040,null
1400000US37119006015,"Census Tract 60.15, Mecklenburg County, North Carolina",87059,null,7534,null
1400000US37119006016,"Census Tract 60.16, Mecklenburg County, North Carolina",47966,null,20702,null
1400000US37119006103,"Census Tract 61.03, Mecklenburg County, North Carolina",68506,null,5591,null
1400000US37119006105,"Census Tract 61.05, Mecklenburg County, North Carolina",82417,null,21639,null
1400000US37119006108,"Census Tract 61.08, Mecklenburg County, North Carolina",67854,null,9784,null
1400000US37119006109,"Census Tract 61.09, Mecklenburg County, North Carolina",38681,null,4545,null
1400000US37119006110,"Census Tract 61.10, Mecklenburg County, North Carolina",58360,null,19920,null
1400000US37119006111,"Census Tract 61.11, Mecklenburg County, North Carolina",67232,null,13388,null
1400000US37119006112,"Census Tract 61.12, Mecklenburg County, North Carolina",65838,null,26885,null
1400000US37119006113,"Census Tract 61.13, Mecklenburg County, North Carolina",87292,null,42197,null
1400000US37119006114,"Census Tract 61.14, Mecklenburg County, North Carolina",58845,null,11334,null
1400000US37119006115,"Census Tract 61.15, Mecklenburg County, North Carolina",68594,null,22454,null
1400000US37119006208,"Census Tract 62.08, Mecklenburg County, North Carolina",91855,null,3626,null
1400000US37119006209,"Census Tract 62.09, Mecklenburg County, North Carolina",88351,null,19562,null
1400000US37119006210,"Census Tract 62.10, Mecklenburg County, North Carolina",115000,null,23166,null
1400000US37119006211,"Census Tract 62.11, Mecklenburg County, North Carolina",111512,null,33582,null
